Order Date,Year,Month,Month_Name,Category,Sub-Category,Region,Segment,Sales,Profit,Discount,Quantity
2015-08-24,2015,8,August,Office Supplies,Storage,Central,Consumer,999.432,124.929,0.2,7
2015-08-24,2015,8,August,Office Supplies,Storage,Central,Consumer,724.08,-135.765,0.2,14
2015-08-24,2015,8,August,Furniture,Tables,Central,Consumer,918.785,-118.1295,0.3,5
2015-08-24,2015,8,August,Office Supplies,Binders,Central,Consumer,2.724,-4.2222,0.8,3
2016-03-26,2016,3,March,Office Supplies,Storage,East,Corporate,459.95,18.398,0.0,5
2016-11-04,2016,11,November,Office Supplies,Fasteners,South,Consumer,10.74,5.2626,0.0,3
2017-06-08,2017,6,June,Office Supplies,Supplies,Central,Corporate,23.76,2.079,0.2,3
2017-06-08,2017,6,June,Office Supplies,Paper,Central,Corporate,85.056,28.7064,0.2,3
2017-06-08,2017,6,June,Technology,Phones,Central,Corporate,381.576,28.6182,0.2,3
2014-12-24,2014,12,December,Furniture,Furnishings,East,Consumer,30.36,8.7285,0.2,5
2017-06-09,2017,6,June,Furniture,Furnishings,Central,Home Office,23.976,-14.3856,0.6,3
2017-06-09,2017,6,June,Furniture,Tables,Central,Home Office,108.925,-71.8905,0.5,1
2017-06-09,2017,6,June,Office Supplies,Paper,Central,Home Office,36.352,11.36,0.2,8
2017-06-15,2017,6,June,Office Supplies,Art,Central,Consumer,19.56,1.7115,0.2,5
2017-12-05,2017,12,December,Office Supplies,Appliances,Central,Consumer,61.44,16.5888,0.0,3
2017-12-05,2017,12,December,Office Supplies,Paper,Central,Consumer,38.9,17.505,0.0,5
2017-12-05,2017,12,December,Technology,Accessories,Central,Consumer,99.39,40.7499,0.0,3
2017-03-18,2017,3,March,Office Supplies,Appliances,Central,Consumer,2.688,-7.392,0.8,3
2017-03-18,2017,3,March,Technology,Accessories,Central,Consumer,27.816,4.5201,0.2,3
2017-03-18,2017,3,March,Furniture,Furnishings,Central,Consumer,82.524,-41.262,0.6,3
2017-03-18,2017,3,March,Office Supplies,Binders,Central,Consumer,182.994,-320.2395,0.8,3
2016-11-19,2016,11,November,Office Supplies,Binders,East,Consumer,14.352,4.6644,0.2,3
2016-11-19,2016,11,November,Office Supplies,Storage,East,Consumer,64.96,2.5984,0.0,2
2016-11-19,2016,11,November,Office Supplies,Storage,East,Consumer,68.6,18.522,0.0,4
2017-11-04,2017,11,November,Technology,Machines,South,Corporate,7999.98,-3839.9904,0.5,4
2017-11-04,2017,11,November,Office Supplies,Appliances,South,Corporate,167.44,14.651,0.2,2
2014-07-05,2014,7,July,Technology,Accessories,South,Consumer,479.97,163.1898,0.0,3
2014-07-05,2014,7,July,Office Supplies,Labels,South,Consumer,14.62,6.8714,0.0,2
2014-07-05,2014,7,July,Office Supplies,Paper,South,Consumer,19.44,9.3312,0.0,3
2017-12-25,2017,12,December,Furniture,Bookcases,East,Consumer,191.984,4.7996,0.2,2
2014-06-21,2014,6,June,Furniture,Furnishings,South,Consumer,104.01,14.5614,0.0,1
2014-06-21,2014,6,June,Technology,Phones,South,Consumer,284.82,74.0532,0.0,1
2014-06-21,2014,6,June,Office Supplies,Storage,South,Consumer,36.84,10.3152,0.0,3
2015-03-28,2015,3,March,Technology,Accessories,West,Consumer,166.24,24.936,0.0,1
2015-03-28,2015,3,March,Office Supplies,Paper,West,Consumer,33.4,16.032,0.0,5
2015-05-14,2015,5,May,Office Supplies,Art,East,Home Office,198.272,17.3488,0.2,8
2015-05-14,2015,5,May,Office Supplies,Labels,East,Home Office,47.36,17.76,0.2,4
2015-05-14,2015,5,May,Office Supplies,Envelopes,East,Home Office,200.984,62.8075,0.2,7
2015-05-14,2015,5,May,Office Supplies,Labels,East,Home Office,97.696,31.7512,0.2,4
2015-05-14,2015,5,May,Office Supplies,Art,East,Home Office,2.696,0.8088,0.2,1
2015-05-14,2015,5,May,Office Supplies,Binders,East,Home Office,18.588,-13.6312,0.7,2
2015-05-14,2015,5,May,Office Supplies,Binders,East,Home Office,4.896,-3.4272,0.7,3
2017-09-02,2017,9,September,Furniture,Furnishings,East,Corporate,15.072,4.1448,0.2,3
2016-11-04,2016,11,November,Furniture,Furnishings,West,Corporate,209.88,35.6796,0.0,3
2015-04-09,2015,4,April,Furniture,Tables,West,Consumer,369.912,-13.8717,0.2,3
2014-09-12,2014,9,September,Office Supplies,Paper,South,Corporate,10.368,3.6288,0.2,2
2014-09-12,2014,9,September,Office Supplies,Appliances,South,Corporate,166.84,18.7695,0.2,5
2014-09-12,2014,9,September,Technology,Accessories,South,Corporate,15.216,2.2824,0.2,1
2014-12-02,2014,12,December,Technology,Accessories,East,Consumer,119.96,52.7824,0.0,4
2014-12-02,2014,12,December,Furniture,Bookcases,East,Consumer,883.92,-110.49,0.2,5
2014-12-02,2014,12,December,Office Supplies,Binders,East,Consumer,46.72,15.768,0.2,8
2014-04-05,2014,4,April,Office Supplies,Paper,East,Home Office,55.48,26.6304,0.0,1
2017-09-03,2017,9,September,Office Supplies,Envelopes,South,Consumer,24.448,8.8624,0.2,4
2017-05-19,2017,5,May,Office Supplies,Appliances,East,Corporate,281.34,109.7226,0.0,6
2017-05-19,2017,5,May,Technology,Phones,East,Corporate,307.98,89.3142,0.0,2
2017-05-19,2017,5,May,Technology,Accessories,East,Corporate,299.97,113.9886,0.0,3
2014-07-01,2014,7,July,Office Supplies,Binders,West,Corporate,19.92,6.972,0.2,5
2014-01-11,2014,1,January,Furniture,Furnishings,East,Consumer,9.94,3.0814,0.0,2
2017-09-24,2017,9,September,Furniture,Furnishings,East,Consumer,103.056,24.4758,0.2,3
2014-06-02,2014,6,June,Office Supplies,Binders,West,Home Office,59.808,19.4376,0.2,3
2014-06-02,2014,6,June,Furniture,Furnishings,West,Home Office,73.32,21.996,0.0,6
2016-02-13,2016,2,February,Office Supplies,Paper,West,Home Office,146.82,73.41,0.0,3
2016-12-15,2016,12,December,Furniture,Tables,Central,Corporate,1652.94,231.4116,0.0,3
2016-12-15,2016,12,December,Office Supplies,Storage,Central,Corporate,296.37,80.0199,0.0,3
2014-10-07,2014,10,October,Furniture,Furnishings,East,Home Office,129.92,21.112,0.2,5
2016-07-07,2016,7,July,Office Supplies,Supplies,South,Corporate,45.584,5.1282,0.2,7
2017-09-16,2017,9,September,Office Supplies,Envelopes,Central,Consumer,17.568,6.3684,0.2,2
2017-09-16,2017,9,September,Technology,Phones,Central,Consumer,55.992,5.5992,0.2,1
2016-12-03,2016,12,December,Office Supplies,Paper,East,Consumer,182.72,84.0512,0.0,8
2016-12-03,2016,12,December,Furniture,Tables,East,Consumer,400.032,-153.3456,0.4,2
2016-12-03,2016,12,December,Office Supplies,Storage,East,Consumer,33.63,10.089,0.0,3
2016-12-03,2016,12,December,Furniture,Chairs,East,Consumer,542.646,102.4998,0.1,3
2016-12-03,2016,12,December,Office Supplies,Labels,East,Consumer,6.3,3.024,0.0,2
2017-01-21,2017,1,January,Office Supplies,Storage,West,Home Office,242.94,9.7176,0.0,3
2017-01-21,2017,1,January,Technology,Accessories,West,Home Office,179.97,86.3856,0.0,3
2017-01-21,2017,1,January,Office Supplies,Binders,West,Home Office,99.696,33.6474,0.2,6
2017-01-21,2017,1,January,Office Supplies,Binders,West,Home Office,27.936,9.4284,0.2,4
2017-01-21,2017,1,January,Furniture,Bookcases,West,Home Office,84.98,18.6956,0.0,1
2017-01-21,2017,1,January,Office Supplies,Binders,West,Home Office,18.72,6.552,0.2,5
2014-09-08,2014,9,September,Technology,Accessories,West,Consumer,49.98,8.4966,0.0,2
2014-01-04,2014,1,January,Office Supplies,Labels,Central,Home Office,11.784,4.2717,0.2,3
2014-01-04,2014,1,January,Office Supplies,Storage,Central,Home Office,272.736,-64.7748,0.2,3
2014-01-04,2014,1,January,Office Supplies,Binders,Central,Home Office,3.54,-5.487,0.8,2
2016-08-27,2016,8,August,Office Supplies,Supplies,Central,Consumer,51.52,-10.948,0.2,5
2016-08-27,2016,8,August,Office Supplies,Paper,Central,Consumer,3.528,1.1466,0.2,1
2016-08-27,2016,8,August,Office Supplies,Paper,Central,Consumer,4.624,1.6762,0.2,1
2016-08-27,2016,8,August,Office Supplies,Supplies,Central,Consumer,55.168,6.2064,0.2,4
2014-05-27,2014,5,May,Furniture,Tables,West,Corporate,567.12,-28.356,0.2,10
2014-05-27,2014,5,May,Office Supplies,Storage,West,Corporate,359.32,7.1864,0.0,4
2016-03-20,2016,3,March,Technology,Phones,Central,Consumer,11.992,0.8994,0.2,1
2017-10-02,2017,10,October,Office Supplies,Binders,Central,Consumer,58.05,26.703,0.0,3
2017-10-02,2017,10,October,Furniture,Furnishings,Central,Consumer,157.74,56.7864,0.0,11
2017-10-02,2017,10,October,Office Supplies,Art,Central,Consumer,56.98,22.792,0.0,7
2017-10-02,2017,10,October,Office Supplies,Binders,Central,Consumer,2.88,1.4112,0.0,1
2016-04-07,2016,4,April,Technology,Copiers,West,Corporate,1199.976,374.9925,0.2,3
2015-12-07,2015,12,December,Furniture,Furnishings,West,Consumer,79.92,28.7712,0.0,4
2016-09-18,2016,9,September,Furniture,Tables,South,Corporate,383.438,-167.3184,0.45,4
2014-12-29,2014,12,December,Office Supplies,Storage,Central,Consumer,24.56,6.8768,0.0,2
2014-12-29,2014,12,December,Technology,Accessories,Central,Consumer,119.8,47.92,0.0,4
2017-07-23,2017,7,July,Office Supplies,Binders,East,Corporate,13.128,4.2666,0.2,3
2017-09-18,2017,9,September,Office Supplies,Paper,Central,Corporate,22.72,10.224,0.0,4
2015-08-31,2015,8,August,Office Supplies,Paper,West,Consumer,58.32,27.9936,0.0,9
2017-11-03,2017,11,November,Office Supplies,Labels,South,Corporate,12.39,5.6994,0.0,3
2015-02-08,2015,2,February,Technology,Phones,East,Consumer,107.982,-26.9955,0.4,3
2014-01-13,2014,1,January,Office Supplies,Envelopes,South,Corporate,11.36,5.3392,0.0,2
2014-01-13,2014,1,January,Office Supplies,Envelopes,South,Corporate,50.94,25.47,0.0,3
2014-01-13,2014,1,January,Technology,Accessories,South,Corporate,646.74,258.696,0.0,6
2014-01-13,2014,1,January,Office Supplies,Binders,South,Corporate,5.64,2.7072,0.0,3
2014-01-13,2014,1,January,Office Supplies,Storage,South,Corporate,572.58,34.3548,0.0,6
2014-05-14,2014,5,May,Furniture,Furnishings,South,Corporate,310.88,23.316,0.2,2
2016-05-19,2016,5,May,Furniture,Chairs,South,Consumer,641.96,179.7488,0.0,2
2017-01-30,2017,1,January,Office Supplies,Binders,Central,Corporate,18.28,9.14,0.0,2
2017-01-30,2017,1,January,Technology,Phones,Central,Corporate,207.0,51.75,0.0,3
2017-01-30,2017,1,January,Office Supplies,Binders,Central,Corporate,32.35,16.175,0.0,5
2017-01-30,2017,1,January,Office Supplies,Binders,Central,Corporate,7.71,3.4695,0.0,1
2017-01-30,2017,1,January,Office Supplies,Art,Central,Corporate,40.3,10.881,0.0,2
2017-01-30,2017,1,January,Furniture,Furnishings,Central,Corporate,34.58,14.5236,0.0,7
2014-06-29,2014,6,June,Office Supplies,Art,East,Consumer,32.76,3.6855,0.2,7
2015-08-21,2015,8,August,Furniture,Chairs,West,Home Office,544.008,40.8006,0.2,3
2015-08-21,2015,8,August,Office Supplies,Paper,West,Home Office,59.94,28.1718,0.0,3
2015-08-21,2015,8,August,Office Supplies,Paper,West,Home Office,23.92,11.7208,0.0,4
2015-08-21,2015,8,August,Office Supplies,Paper,West,Home Office,4.28,1.926,0.0,1
2015-10-03,2015,10,October,Office Supplies,Binders,East,Consumer,32.07,-22.449,0.7,5
2015-10-03,2015,10,October,Technology,Accessories,East,Consumer,24.0,-2.7,0.2,2
2015-10-03,2015,10,October,Furniture,Bookcases,East,Consumer,35.49,-15.6156,0.5,1
2015-10-03,2015,10,October,Technology,Accessories,East,Consumer,47.984,0.5998,0.2,2
2015-05-23,2015,5,May,Office Supplies,Envelopes,South,Corporate,186.69,87.7443,0.0,3
2017-03-17,2017,3,March,Office Supplies,Binders,West,Consumer,17.456,5.8914,0.2,2
2015-12-12,2015,12,December,Furniture,Chairs,West,Consumer,348.928,34.8928,0.2,2
2015-06-26,2015,6,June,Office Supplies,Binders,South,Consumer,143.96,69.1008,0.0,4
2015-06-26,2015,6,June,Office Supplies,Storage,South,Consumer,15.42,4.1634,0.0,1
2015-06-26,2015,6,June,Office Supplies,Binders,South,Consumer,43.04,21.0896,0.0,8
2015-06-26,2015,6,June,Furniture,Chairs,South,Consumer,332.94,79.9056,0.0,3
2016-05-20,2016,5,May,Technology,Phones,South,Consumer,1363.96,85.2475,0.2,5
2014-09-20,2014,9,September,Office Supplies,Labels,West,Consumer,9.96,4.5816,0.0,2
2014-09-20,2014,9,September,Office Supplies,Paper,West,Consumer,21.72,10.6428,0.0,4
2017-09-21,2017,9,September,Office Supplies,Binders,Central,Consumer,20.16,9.8784,0.0,7
2015-12-24,2015,12,December,Office Supplies,Paper,East,Corporate,132.79,63.7392,0.0,7
2015-12-24,2015,12,December,Office Supplies,Paper,East,Corporate,12.96,6.2208,0.0,2
2015-12-24,2015,12,December,Office Supplies,Labels,East,Corporate,21.56,10.3488,0.0,7
2015-11-27,2015,11,November,Furniture,Chairs,West,Consumer,283.92,17.745,0.2,5
2017-02-20,2017,2,February,Furniture,Furnishings,West,Corporate,22.23,7.3359,0.0,1
2017-02-20,2017,2,February,Technology,Phones,West,Corporate,215.968,18.8972,0.2,2
2016-08-18,2016,8,August,Office Supplies,Appliances,East,Corporate,355.32,99.4896,0.0,9
2016-03-12,2016,3,March,Office Supplies,Paper,South,Corporate,12.96,6.2208,0.0,2
2017-04-22,2017,4,April,Furniture,Furnishings,West,Consumer,18.28,6.2152,0.0,2
2014-11-01,2014,11,November,Office Supplies,Art,West,Consumer,43.176,4.3176,0.2,3
2014-11-01,2014,11,November,Technology,Phones,West,Consumer,1983.968,247.996,0.2,4
2015-02-03,2015,2,February,Furniture,Furnishings,Central,Consumer,28.4,11.076,0.0,2
2015-02-03,2015,2,February,Technology,Accessories,Central,Consumer,149.97,50.9898,0.0,3
2014-10-13,2014,10,October,Office Supplies,Art,West,Consumer,11.52,3.2256,0.0,4
2014-10-13,2014,10,October,Furniture,Tables,West,Consumer,1298.55,311.652,0.0,5
2014-10-13,2014,10,October,Office Supplies,Appliances,West,Consumer,213.92,62.0368,0.0,4
2014-10-13,2014,10,October,Technology,Accessories,West,Consumer,25.78,2.578,0.0,2
2017-05-14,2017,5,May,Furniture,Furnishings,West,Consumer,18.28,6.2152,0.0,2
2017-05-14,2017,5,May,Technology,Accessories,West,Consumer,1399.93,601.9699,0.0,7
2015-03-20,2015,3,March,Office Supplies,Paper,Central,Corporate,51.84,24.8832,0.0,8
2016-09-15,2016,9,September,Office Supplies,Paper,East,Consumer,5.344,1.8704,0.2,1
2014-06-28,2014,6,June,Office Supplies,Paper,East,Consumer,41.472,14.5152,0.2,8
2014-06-28,2014,6,June,Office Supplies,Binders,East,Consumer,3.168,-2.4288,0.7,3
2014-06-28,2014,6,June,Furniture,Chairs,East,Consumer,1228.465,0.0,0.3,5
2014-06-28,2014,6,June,Office Supplies,Binders,East,Consumer,31.086,-22.7964,0.7,3
2014-06-28,2014,6,June,Office Supplies,Paper,East,Consumer,335.52,117.432,0.2,4
2017-06-20,2017,6,June,Technology,Accessories,East,Consumer,239.97,71.991,0.0,3
2017-06-20,2017,6,June,Office Supplies,Labels,East,Consumer,9.82,4.8118,0.0,2
2014-05-09,2014,5,May,Technology,Accessories,West,Consumer,67.8,4.068,0.0,4
2014-05-09,2014,5,May,Technology,Accessories,West,Consumer,167.97,40.3128,0.0,3
2017-08-21,2017,8,August,Office Supplies,Fasteners,Central,Consumer,35.0,16.8,0.0,7
2017-08-21,2017,8,August,Office Supplies,Supplies,Central,Consumer,37.24,10.7996,0.0,4
2017-08-21,2017,8,August,Office Supplies,Envelopes,Central,Consumer,15.28,7.4872,0.0,2
2017-06-16,2017,6,June,Furniture,Chairs,South,Consumer,301.96,90.588,0.0,2
2017-06-16,2017,6,June,Office Supplies,Appliances,South,Consumer,180.66,50.5848,0.0,3
2017-06-16,2017,6,June,Technology,Phones,South,Consumer,191.98,51.8346,0.0,2
2017-06-16,2017,6,June,Technology,Phones,South,Consumer,65.99,17.1574,0.0,1
2016-07-23,2016,7,July,Office Supplies,Art,South,Corporate,35.216,2.6412,0.2,2
2016-07-23,2016,7,July,Office Supplies,Appliances,South,Corporate,23.696,6.5164,0.2,2
2016-07-23,2016,7,July,Technology,Machines,South,Corporate,265.475,-111.4995,0.5,1
2014-09-08,2014,9,September,Office Supplies,Binders,Central,Consumer,51.184,-79.3352,0.8,4
2017-11-04,2017,11,November,Office Supplies,Paper,South,Home Office,9.664,3.2616,0.2,2
2016-03-07,2016,3,March,Technology,Phones,Central,Corporate,21.072,1.5804,0.2,3
2015-11-20,2015,11,November,Office Supplies,Art,East,Corporate,60.45,16.3215,0.0,3
2015-11-20,2015,11,November,Office Supplies,Art,East,Corporate,11.52,3.3408,0.0,4
2015-11-20,2015,11,November,Furniture,Bookcases,East,Corporate,186.048,9.3024,0.2,4
2016-11-07,2016,11,November,Office Supplies,Binders,West,Corporate,37.44,11.7,0.2,4
2016-11-07,2016,11,November,Office Supplies,Binders,West,Corporate,26.976,8.7672,0.2,4
2016-11-07,2016,11,November,Office Supplies,Supplies,West,Corporate,11.36,3.2944,0.0,2
2016-11-07,2016,11,November,Office Supplies,Labels,West,Corporate,14.62,6.8714,0.0,2
2015-10-13,2015,10,October,Technology,Phones,South,Consumer,83.72,23.4416,0.0,7
2015-10-13,2015,10,October,Furniture,Chairs,South,Consumer,287.94,77.7438,0.0,3
2017-01-01,2017,1,January,Furniture,Furnishings,East,Consumer,48.896,8.5568,0.2,4
2014-02-07,2014,2,February,Technology,Accessories,East,Corporate,115.36,49.6048,0.0,7
2016-06-20,2016,6,June,Office Supplies,Art,West,Corporate,5.16,1.3416,0.0,2
2016-06-20,2016,6,June,Office Supplies,Paper,West,Corporate,38.88,18.6624,0.0,6
2016-05-28,2016,5,May,Office Supplies,Art,South,Consumer,185.88,50.1876,0.0,6
2016-02-19,2016,2,February,Furniture,Furnishings,East,Consumer,44.46,14.6718,0.0,2
2016-02-19,2016,2,February,Office Supplies,Storage,East,Consumer,242.94,9.7176,0.0,3
2014-08-03,2014,8,August,Office Supplies,Paper,East,Consumer,39.96,18.7812,0.0,2
2014-08-03,2014,8,August,Office Supplies,Supplies,East,Consumer,102.3,26.598,0.0,10
2014-08-03,2014,8,August,Office Supplies,Storage,East,Consumer,21.36,5.7672,0.0,2
2017-04-10,2017,4,April,Office Supplies,Paper,East,Home Office,7.61,3.5767,0.0,1
2017-04-10,2017,4,April,Office Supplies,Fasteners,East,Home Office,7.16,3.58,0.0,2
2014-06-09,2014,6,June,Office Supplies,Supplies,West,Consumer,7.36,0.1472,0.0,2
2014-06-09,2014,6,June,Office Supplies,Art,West,Consumer,23.1,10.626,0.0,2
2016-01-05,2016,1,January,Technology,Accessories,South,Corporate,191.472,40.6878,0.2,6
2016-01-05,2016,1,January,Office Supplies,Art,South,Corporate,5.248,0.5904,0.2,2
2016-01-05,2016,1,January,Technology,Phones,South,Corporate,59.184,5.1786,0.2,2
2014-01-10,2014,1,January,Office Supplies,Labels,South,Corporate,2.89,1.3583,0.0,1
2014-01-10,2014,1,January,Furniture,Furnishings,South,Corporate,51.94,21.2954,0.0,1
2016-09-29,2016,9,September,Office Supplies,Labels,East,Corporate,15.936,5.1792,0.2,4
2014-04-06,2014,4,April,Office Supplies,Binders,East,Corporate,44.91,-35.928,0.7,6
2016-09-03,2016,9,September,Office Supplies,Binders,East,Home Office,1141.47,-760.98,0.7,5
2016-09-03,2016,9,September,Technology,Phones,East,Home Office,280.782,-46.797,0.4,3
2015-10-19,2015,10,October,Office Supplies,Paper,East,Consumer,34.44,17.22,0.0,3
2014-12-10,2014,12,December,Office Supplies,Paper,East,Consumer,11.36,5.2256,0.0,2
2014-12-10,2014,12,December,Office Supplies,Binders,East,Consumer,106.344,37.2204,0.2,7
2017-08-25,2017,8,August,Office Supplies,Paper,South,Consumer,192.16,67.256,0.2,5
2016-01-17,2016,1,January,Furniture,Furnishings,East,Home Office,322.59,64.518,0.0,3
2016-01-17,2016,1,January,Technology,Accessories,East,Home Office,29.99,13.1956,0.0,1
2016-01-17,2016,1,January,Technology,Accessories,East,Home Office,371.97,66.9546,0.0,3
2014-09-17,2014,9,September,Office Supplies,Binders,East,Home Office,5.892,-4.1244,0.7,4
2017-11-30,2017,11,November,Office Supplies,Binders,East,Home Office,68.472,23.1093,0.2,3
2017-11-30,2017,11,November,Furniture,Chairs,East,Home Office,1242.9,262.39,0.1,5
2015-10-09,2015,10,October,Office Supplies,Storage,South,Consumer,30.84,8.3268,0.0,2
2017-12-23,2017,12,December,Office Supplies,Art,West,Consumer,13.48,5.9312,0.0,4
2016-10-22,2016,10,October,Furniture,Furnishings,Central,Home Office,31.4,10.048,0.0,5
2014-04-29,2014,4,April,Furniture,Furnishings,East,Consumer,17.46,5.9364,0.0,2
2015-04-25,2015,4,April,Office Supplies,Binders,West,Corporate,13.944,4.5318,0.2,3
2017-06-26,2017,6,June,Office Supplies,Storage,West,Consumer,83.76,1.6752,0.0,12
2017-10-14,2017,10,October,Office Supplies,Binders,East,Home Office,37.66,18.4534,0.0,7
2014-12-09,2014,12,December,Office Supplies,Paper,West,Corporate,34.68,16.9932,0.0,6
2017-06-20,2017,6,June,Technology,Accessories,East,Consumer,149.95,14.995,0.0,5
2017-06-20,2017,6,June,Office Supplies,Binders,East,Consumer,51.312,18.6006,0.2,3
2017-06-26,2017,6,June,Office Supplies,Paper,Central,Home Office,4.54,2.043,0.0,1
2017-06-26,2017,6,June,Office Supplies,Art,Central,Home Office,15.92,5.4128,0.0,4
2017-06-26,2017,6,June,Technology,Phones,Central,Home Office,543.92,135.98,0.0,8
2016-11-10,2016,11,November,Office Supplies,Storage,West,Corporate,155.82,42.0714,0.0,7
2016-11-10,2016,11,November,Office Supplies,Binders,West,Corporate,70.008,24.5028,0.2,3
2016-10-03,2016,10,October,Office Supplies,Envelopes,Central,Consumer,15.648,5.0856,0.2,2
2014-09-09,2014,9,September,Office Supplies,Labels,Central,Consumer,103.6,51.8,0.0,7
2017-10-29,2017,10,October,Office Supplies,Paper,East,Corporate,46.96,22.5408,0.0,8
2016-04-10,2016,4,April,Office Supplies,Binders,East,Corporate,8.904,-6.5296,0.7,2
2017-11-11,2017,11,November,Office Supplies,Labels,Central,Consumer,10.44,3.393,0.2,5
2017-11-11,2017,11,November,Office Supplies,Binders,Central,Consumer,18.336,-32.088,0.8,4
2017-09-15,2017,9,September,Technology,Phones,Central,Consumer,323.976,20.2485,0.2,3
2016-04-08,2016,4,April,Office Supplies,Paper,West,Consumer,20.04,9.6192,0.0,3
2016-04-08,2016,4,April,Office Supplies,Storage,West,Consumer,64.96,2.5984,0.0,2
2016-04-08,2016,4,April,Office Supplies,Paper,West,Consumer,12.96,6.2208,0.0,2
2017-12-30,2017,12,December,Furniture,Bookcases,East,Consumer,323.136,12.1176,0.2,4
2017-12-30,2017,12,December,Technology,Phones,East,Consumer,90.93,2.7279,0.0,7
2017-12-30,2017,12,December,Office Supplies,Binders,East,Consumer,52.776,19.791,0.2,3
2017-09-02,2017,9,September,Technology,Phones,Central,Home Office,1199.8,323.946,0.0,4
2017-09-02,2017,9,September,Technology,Accessories,Central,Home Office,1928.78,829.3754,0.0,7
2017-09-02,2017,9,September,Office Supplies,Storage,Central,Home Office,352.38,81.0474,0.0,2
2015-05-31,2015,5,May,Furniture,Furnishings,East,Home Office,22.2,9.102,0.0,6
2017-11-27,2017,11,November,Furniture,Furnishings,Central,Corporate,46.94,19.2454,0.0,1
2017-11-27,2017,11,November,Technology,Accessories,Central,Corporate,143.73,56.0547,0.0,9
2014-06-15,2014,6,June,Furniture,Tables,Central,Corporate,99.918,-18.5562,0.3,2
2014-06-15,2014,6,June,Furniture,Chairs,Central,Corporate,797.944,-56.996,0.3,4
2014-06-15,2014,6,June,Office Supplies,Binders,Central,Corporate,8.568,-14.5656,0.8,3
2016-03-05,2016,3,March,Office Supplies,Envelopes,Central,Corporate,149.352,50.4063,0.2,3
2016-03-05,2016,3,March,Office Supplies,Storage,Central,Corporate,12.992,-0.812,0.2,1
2014-12-05,2014,12,December,Office Supplies,Storage,South,Consumer,24.56,6.8768,0.0,2
2015-04-11,2015,4,April,Technology,Accessories,East,Consumer,85.14,34.9074,0.0,3
2015-04-11,2015,4,April,Technology,Phones,East,Consumer,21.99,10.5552,0.0,1
2015-04-11,2015,4,April,Office Supplies,Appliances,East,Consumer,406.6,113.848,0.0,5
2016-09-15,2016,9,September,Office Supplies,Binders,East,Corporate,841.568,294.5488,0.2,2
2014-09-13,2014,9,September,Office Supplies,Paper,East,Consumer,15.552,5.4432,0.2,3
2014-09-13,2014,9,September,Technology,Accessories,East,Consumer,252.0,53.55,0.2,5
2015-10-05,2015,10,October,Office Supplies,Art,South,Home Office,46.2,12.936,0.0,4
2015-10-05,2015,10,October,Office Supplies,Appliances,South,Home Office,28.84,9.5172,0.0,2
2017-04-14,2017,4,April,Office Supplies,Art,East,Consumer,14.592,2.5536,0.2,3
2017-04-14,2017,4,April,Office Supplies,Art,East,Consumer,89.856,21.3408,0.2,3
2017-04-14,2017,4,April,Office Supplies,Paper,East,Consumer,13.872,5.0286,0.2,3
2017-09-02,2017,9,September,Office Supplies,Paper,East,Consumer,12.192,4.1148,0.2,3
2016-06-20,2016,6,June,Office Supplies,Paper,East,Home Office,45.056,15.2064,0.2,8
2016-06-20,2016,6,June,Office Supplies,Binders,East,Home Office,29.718,-21.7932,0.7,6
2016-06-20,2016,6,June,Office Supplies,Paper,East,Home Office,15.552,5.4432,0.2,3
2016-06-20,2016,6,June,Office Supplies,Appliances,East,Home Office,447.696,33.5772,0.2,2
2017-11-05,2017,11,November,Technology,Accessories,West,Corporate,159.99,54.3966,0.0,1
2015-12-13,2015,12,December,Office Supplies,Paper,West,Corporate,12.96,6.2208,0.0,2
2015-12-13,2015,12,December,Office Supplies,Appliances,West,Corporate,134.48,34.9648,0.0,4
2016-06-19,2016,6,June,Office Supplies,Paper,West,Corporate,17.12,8.0464,0.0,2
2016-12-13,2016,12,December,Office Supplies,Binders,West,Corporate,6.096,2.2098,0.2,2
2016-12-13,2016,12,December,Furniture,Tables,West,Corporate,1114.272,41.7852,0.2,4
2015-05-29,2015,5,May,Office Supplies,Paper,West,Consumer,32.4,15.552,0.0,5
2015-05-29,2015,5,May,Office Supplies,Storage,West,Consumer,540.57,140.5482,0.0,3
2015-05-29,2015,5,May,Office Supplies,Binders,West,Consumer,167.76,62.91,0.2,5
2015-07-26,2015,7,July,Furniture,Tables,West,Consumer,393.165,-204.4458,0.5,3
2017-11-28,2017,11,November,Furniture,Furnishings,East,Home Office,516.488,-12.9122,0.2,7
2017-11-28,2017,11,November,Furniture,Furnishings,East,Home Office,1007.232,75.5424,0.2,6
2017-11-28,2017,11,November,Furniture,Tables,East,Home Office,2065.32,-619.596,0.4,12
2017-11-28,2017,11,November,Office Supplies,Paper,East,Home Office,15.552,5.4432,0.2,3
2017-11-28,2017,11,November,Office Supplies,Paper,East,Home Office,25.344,7.92,0.2,6
2017-04-03,2017,4,April,Furniture,Furnishings,East,Consumer,25.472,7.6416,0.2,4
2017-12-28,2017,12,December,Office Supplies,Art,Central,Consumer,27.168,2.7168,0.2,2
2017-12-28,2017,12,December,Furniture,Bookcases,Central,Consumer,78.8528,-11.596,0.32,2
2017-11-30,2017,11,November,Office Supplies,Storage,South,Consumer,173.8,43.45,0.0,5
2017-05-15,2017,5,May,Technology,Phones,West,Consumer,29.592,2.5893,0.2,1
